restaurant_id,name,neighbourhood,cuisine_type,price_range,avg_rating,tags,lat,lng,ttc_accessible,halal_certified,kosher_certified
R0187,Kelley's Vietnamese Kitchen,King West,Vietnamese,2,4.2,brunch|outdoor-seating|vegetarian-friendly|BYOB|hidden-gem|trendy,43.79643,-79.458062,True,False,False
R0188,Williams's Chinese Bar,King West,Chinese,3,3.9,cash-only|BYOB|brunch|hidden-gem|delivery,43.770842,-79.326787,False,False,False
R0189,Gill's Canadian Bar,Thorncliffe Park,Canadian,3,3.4,romantic|late-night|vegan-friendly|trendy,43.692742,-79.273929,True,False,False
R0190,Elliott's Italian Bar,Little India,Italian,4,3.0,takeout-only|group-friendly|BYOB|cash-only,43.714102,-79.449598,True,False,False
R0191,Liu's Korean Kitchen,Forest Hill,Korean,2,3.6,family-friendly|BYOB|live-music|date-night|brunch,43.656857,-79.412175,True,False,False
R0192,Parker's Korean Kitchen,Midtown,Korean,2,4.4,hidden-gem|vegan-friendly|vegetarian-friendly,43.681937,-79.344156,True,False,False
R0193,Hill's Korean Kitchen,Waterfront,Korean,3,4.0,BYOB|cash-only|vegan-friendly|quick-bites|delivery,43.688408,-79.506234,True,False,False
R0194,Ramirez's Italian House,Cabbagetown,Italian,3,3.2,vegan-friendly|outdoor-seating|late-night,43.758037,-79.502719,True,False,False
R0195,Russell's Italian Table,Financial District,Italian,3,4.0,BYOB|vegetarian-friendly,43.705205,-79.479171,True,False,False
R0196,Austin's Caribbean Bar,Koreatown,Caribbean,1,4.1,live-music|late-night|sports-bar|family-friendly|outdoor-seating|dine-in,43.724077,-79.371998,False,False,False
R0197,Gomez's Japanese Kitchen,Liberty Village,Japanese,4,3.4,dine-in|takeout-only,43.738474,-79.520117,True,False,False
R0198,Davis's American Kitchen,Danforth,American,1,4.0,brunch|family-friendly,43.642409,-79.375538,False,False,False
R0199,Martin's Thai House,Leslieville,Thai,4,3.9,group-friendly|BYOB|brunch|vegan-friendly|live-music|patio,43.702008,-79.427362,True,False,False
R0200,Bridges's American Kitchen,Midtown,American,3,3.2,quick-bites|patio|sports-bar|vegan-friendly|hidden-gem,43.745779,-79.521488,True,False,False
R0201,Owens's Chinese Grill,Kensington Market,Chinese,3,4.1,cash-only|dine-in|outdoor-seating,43.750343,-79.34358,True,False,False
R0202,Miller's Ethiopian Kitchen,Thorncliffe Park,Ethiopian,4,4.2,hidden-gem|brunch|outdoor-seating|vegan-friendly,43.65007,-79.288029,True,True,False
R0203,Salinas's Korean Bistro,Forest Hill,Korean,1,4.5,vegetarian-friendly|romantic|sports-bar|quick-bites,43.726371,-79.437047,False,False,False
R0204,Anderson's Italian Kitchen,Little Portugal,Italian,2,4.5,group-friendly|hidden-gem,43.660423,-79.271104,False,False,False
R0205,Lane's Vietnamese Bistro,Chinatown,Vietnamese,3,3.1,quick-bites|outdoor-seating|patio,43.715347,-79.287457,False,False,False
R0206,Pearson's Japanese Bar,Parkdale,Japanese,4,3.3,live-music|quick-bites|trendy|dine-in|cash-only|delivery,43.631355,-79.483812,True,False,False
R0207,Parker's Italian Table,Koreatown,Italian,4,4.2,takeout-only|late-night,43.722063,-79.361936,True,False,False
R0208,Richardson's Indian Grill,Liberty Village,Indian,2,4.2,brunch|vegan-friendly|patio,43.793401,-79.267683,False,True,False
R0209,Reyes's Japanese Kitchen,Chinatown,Japanese,2,4.2,vegan-friendly|romantic|patio|hidden-gem|BYOB,43.715923,-79.36158,True,False,False
R0210,Jackson's American Kitchen,King West,American,2,5.0,BYOB|romantic|vegetarian-friendly,43.706969,-79.474589,True,False,False
R0211,Moore's Pizza Garden,Little India,Pizza,3,4.2,vegan-friendly|date-night,43.706826,-79.410263,True,True,False
R0212,Hooper's Mexican Kitchen,Little Italy,Mexican,2,4.6,outdoor-seating|patio|live-music|brunch|date-night,43.750897,-79.268848,True,False,False
R0213,Greer's Greek Kitchen,St. Lawrence Market,Greek,2,4.5,quick-bites|BYOB,43.764948,-79.505993,True,False,False
R0214,Warner's Vietnamese Grill,Cabbagetown,Vietnamese,3,4.3,trendy|BYOB|vegan-friendly,43.642748,-79.260795,True,False,False
R0215,Morales's Filipino Kitchen,Leslieville,Filipino,2,3.7,delivery|hidden-gem,43.769687,-79.4294,True,False,False
R0216,Mueller's Korean Kitchen,Etobicoke,Korean,2,4.4,hidden-gem|group-friendly|cash-only|patio|vegan-friendly,43.734886,-79.358762,True,False,False
R0217,Johnson's Caribbean Corner,St. Lawrence Market,Caribbean,2,3.4,dine-in|cash-only|group-friendly|romantic|sports-bar,43.722422,-79.534532,True,True,False
R0218,Chambers's Korean Kitchen,St. Lawrence Market,Korean,2,3.8,outdoor-seating|dine-in|quick-bites|date-night|vegetarian-friendly,43.762352,-79.523594,True,False,False
R0219,Moore's American Bar,Koreatown,American,2,3.6,dine-in|date-night|romantic|quick-bites|takeout-only,43.727868,-79.264854,True,False,False
R0220,Brown's Vietnamese Kitchen,Little Portugal,Vietnamese,1,3.9,group-friendly|live-music|date-night|cash-only|patio,43.725729,-79.487295,True,False,False
R0221,Hernandez's Filipino Kitchen,Little India,Filipino,3,5.0,takeout-only|patio|late-night,43.767096,-79.444587,True,False,False
R0222,Mckay's Italian Kitchen,Little Italy,Italian,2,2.8,romantic|vegetarian-friendly|takeout-only|live-music|group-friendly,43.69351,-79.276262,False,False,False
R0223,King's Caribbean House,Greektown,Caribbean,2,4.3,dine-in|quick-bites|date-night|delivery|live-music|sports-bar,43.750221,-79.382646,True,False,False
R0224,Leon's West African House,Danforth,West African,2,2.9,takeout-only|quick-bites|vegetarian-friendly|cash-only|BYOB|date-night,43.794081,-79.530933,True,False,False
R0225,Williamson's Portuguese Grill,Financial District,Portuguese,2,3.6,late-night|brunch|family-friendly|quick-bites|vegan-friendly,43.738647,-79.291737,True,False,False
R0226,Sharp's Pizza Corner,Thorncliffe Park,Pizza,3,4.6,group-friendly|delivery|vegetarian-friendly|cash-only,43.700383,-79.293104,True,False,False
R0227,Jackson's West African Kitchen,Queen West,West African,2,3.9,vegan-friendly|takeout-only,43.633413,-79.466884,False,True,False
R0228,Larson's Japanese Table,Etobicoke,Japanese,2,3.3,hidden-gem|date-night,43.797497,-79.289897,True,False,False
R0229,Huynh's Canadian Corner,Bloor West Village,Canadian,4,3.5,live-music|quick-bites|vegetarian-friendly|patio,43.787348,-79.388765,True,False,False
R0230,Richardson's Mexican Kitchen,Financial District,Mexican,2,4.3,late-night|family-friendly,43.736265,-79.405508,True,False,False
R0231,Gallegos's Italian Garden,Liberty Village,Italian,3,3.5,delivery|date-night|dine-in|sports-bar|group-friendly|vegan-friendly,43.782129,-79.465799,True,False,False
R0232,Ruiz's Chinese Grill,Waterfront,Chinese,2,4.0,group-friendly|hidden-gem|quick-bites|patio,43.74347,-79.516002,False,False,False
R0233,Ruiz's Vietnamese Grill,Koreatown,Vietnamese,2,3.9,outdoor-seating|romantic,43.710965,-79.517893,False,False,False
R0234,Robinson's Greek Table,Greektown,Greek,2,3.5,patio|hidden-gem|vegan-friendly,43.795268,-79.313631,False,False,False
R0235,Mendoza's Mexican Grill,Bloor West Village,Mexican,1,5.0,group-friendly|delivery|sports-bar|takeout-only|brunch,43.78541,-79.521237,True,False,False
R0236,Watkins's Japanese Grill,Little Portugal,Japanese,2,4.3,vegetarian-friendly|romantic,43.655194,-79.375378,True,False,False
R0237,Strickland's Italian Bar,Liberty Village,Italian,3,2.7,brunch|delivery|BYOB,43.727244,-79.407547,True,False,False
R0238,Gonzales's Indian Kitchen,Bloor West Village,Indian,2,4.0,late-night|takeout-only|live-music|group-friendly,43.710787,-79.464796,True,True,False
R0239,Finley's Chinese Kitchen,Bloor West Village,Chinese,3,3.5,hidden-gem|vegan-friendly|family-friendly|trendy,43.705329,-79.308769,True,False,False
R0240,Hamilton's Portuguese House,Junction,Portuguese,3,4.4,delivery|BYOB|outdoor-seating|late-night|date-night|vegetarian-friendly,43.764553,-79.521627,True,False,False
R0241,Wade's Canadian House,Roncesvalles,Canadian,4,3.4,vegetarian-friendly|late-night|quick-bites|dine-in|cash-only,43.69262,-79.410019,True,False,False
R0242,Nguyen's Portuguese Grill,Roncesvalles,Portuguese,4,3.8,late-night|delivery|patio|date-night,43.757323,-79.347122,False,False,False
R0243,Wolf's Ethiopian Corner,Leslieville,Ethiopian,3,4.2,cash-only|BYOB,43.717258,-79.297904,True,False,False
R0244,Dorsey's Canadian Corner,Waterfront,Canadian,4,4.4,dine-in|trendy|brunch|family-friendly|romantic,43.739266,-79.421334,True,False,False
R0245,Wells's Caribbean Garden,Cabbagetown,Caribbean,2,3.2,sports-bar|live-music|romantic|vegetarian-friendly|cash-only|patio,43.772694,-79.382792,False,False,False
R0246,Kline's Taiwanese Bar,Queen West,Taiwanese,1,3.7,patio|delivery|takeout-only,43.662021,-79.395158,True,False,False
R0247,Reese's Italian House,Bloor West Village,Italian,4,3.6,family-friendly|takeout-only|quick-bites|cash-only|dine-in|brunch,43.636004,-79.341741,False,False,False
R0248,Price's Chinese Bar,Roncesvalles,Chinese,3,3.5,takeout-only|vegan-friendly|quick-bites,43.753282,-79.383471,True,False,False
R0249,Sanders's Vietnamese Corner,Parkdale,Vietnamese,2,5.0,romantic|vegan-friendly|cash-only|family-friendly|vegetarian-friendly|hidden-gem,43.774706,-79.40825,True,False,False
R0250,Ford's Indian House,Leslieville,Indian,2,4.1,BYOB|takeout-only|date-night|vegan-friendly|cash-only,43.797823,-79.290003,True,True,False
R0251,Wells's French Table,North York,French,3,3.1,BYOB|hidden-gem,43.759962,-79.402918,True,True,False
R0252,Johnson's American Garden,Kensington Market,American,2,4.5,family-friendly|late-night|romantic|quick-bites|outdoor-seating|dine-in,43.781641,-79.328083,True,False,False
R0253,Anderson's Portuguese Table,Queen West,Portuguese,2,5.0,sports-bar|outdoor-seating|takeout-only|hidden-gem|BYOB|date-night,43.791239,-79.412341,True,False,False
R0254,Taylor's Italian Kitchen,Koreatown,Italian,3,4.5,late-night|romantic|outdoor-seating,43.668135,-79.264234,True,False,False
R0255,Hughes's Ethiopian Kitchen,Scarborough,Ethiopian,2,3.0,vegetarian-friendly|late-night,43.735933,-79.373701,True,True,False
R0256,Wade's Canadian Bar,Little India,Canadian,2,3.6,hidden-gem|vegetarian-friendly|outdoor-seating|brunch,43.748183,-79.363513,False,False,False
R0257,Williams's Chinese House,Chinatown,Chinese,1,4.7,family-friendly|brunch|outdoor-seating|sports-bar|dine-in|cash-only,43.763409,-79.400633,True,False,False
R0258,Barnes's Mexican Kitchen,Kensington Market,Mexican,1,3.5,romantic|cash-only,43.632167,-79.515079,True,False,False
R0259,Wright's Ethiopian Grill,Koreatown,Ethiopian,2,4.2,trendy|patio|vegetarian-friendly|date-night,43.707648,-79.266359,False,True,False
R0260,Jones's Japanese Corner,Danforth,Japanese,2,4.4,date-night|takeout-only|dine-in,43.78135,-79.537292,True,False,False
R0261,Nash's Japanese Bistro,The Annex,Japanese,4,3.3,cash-only|hidden-gem|date-night|vegetarian-friendly|BYOB,43.793593,-79.463887,False,False,False
R0262,Tucker's Thai Kitchen,North York,Thai,2,3.9,dine-in|late-night|BYOB|cash-only|outdoor-seating,43.745327,-79.489247,True,False,False
R0263,Taylor's Canadian House,Financial District,Canadian,3,2.0,quick-bites|takeout-only|outdoor-seating|group-friendly|vegetarian-friendly|family-friendly,43.719219,-79.331785,True,False,False
R0264,Mcbride's Portuguese Bistro,Thorncliffe Park,Portuguese,3,3.3,outdoor-seating|cash-only|romantic,43.797925,-79.524721,True,False,False
R0265,Norris's Thai Table,Scarborough,Thai,1,3.7,vegan-friendly|trendy|romantic,43.739364,-79.427082,True,False,False
R0266,Herrera's American Garden,Kensington Market,American,2,3.2,group-friendly|late-night|vegan-friendly|live-music|family-friendly|takeout-only,43.647449,-79.424545,True,False,False
R0267,Hill's Vietnamese Kitchen,Etobicoke,Vietnamese,2,4.9,trendy|vegetarian-friendly|romantic|quick-bites,43.731992,-79.339336,True,False,False
R0268,Greene's Italian House,Chinatown,Italian,2,3.0,hidden-gem|vegetarian-friendly|brunch,43.637782,-79.494036,False,False,False
R0269,Shelton's Chinese Kitchen,King West,Chinese,3,3.6,vegetarian-friendly|trendy|romantic|outdoor-seating|BYOB|quick-bites,43.64832,-79.423948,True,False,False
R0270,Ramirez's Filipino Table,Danforth,Filipino,4,4.0,date-night|BYOB|vegetarian-friendly|delivery|takeout-only|brunch,43.786598,-79.490383,False,False,False
R0271,Johnson's Pizza Kitchen,Queen West,Pizza,3,4.8,sports-bar|outdoor-seating|live-music|takeout-only|family-friendly,43.706984,-79.502656,True,False,False
R0272,Cruz's Pizza Grill,Midtown,Pizza,3,3.0,takeout-only|vegetarian-friendly|dine-in|cash-only|hidden-gem|sports-bar,43.795781,-79.490212,False,False,False
R0273,Dixon's Japanese House,The Annex,Japanese,4,4.6,brunch|date-night|live-music,43.654706,-79.352329,True,False,False
R0274,Solis's Korean Table,Cabbagetown,Korean,2,3.9,quick-bites|group-friendly|delivery|sports-bar|live-music|dine-in,43.706941,-79.36749,False,False,False
R0275,Vargas's Vietnamese Kitchen,Kensington Market,Vietnamese,1,3.3,quick-bites|dine-in|group-friendly|family-friendly|outdoor-seating,43.756424,-79.483136,True,False,False
R0276,Wright's Thai Bar,The Annex,Thai,4,4.2,BYOB|date-night|brunch|late-night,43.636908,-79.461849,True,False,False
R0277,Campos's French House,Midtown,French,4,4.0,romantic|group-friendly|dine-in|vegan-friendly|takeout-only,43.734653,-79.354671,False,False,False
R0278,Yates's Italian Corner,Yorkville,Italian,3,3.5,takeout-only|dine-in|live-music|family-friendly,43.667604,-79.480261,False,False,False
R0279,Larson's Korean Bistro,Financial District,Korean,2,3.9,sports-bar|quick-bites|patio|takeout-only|delivery|trendy,43.688821,-79.472703,True,False,False
R0280,White's Portuguese House,Yorkville,Portuguese,4,3.7,patio|live-music|family-friendly|takeout-only|vegan-friendly,43.717433,-79.397554,True,False,False
R0281,Morgan's Indian House,Midtown,Indian,1,4.0,vegetarian-friendly|family-friendly|group-friendly|hidden-gem|vegan-friendly,43.761509,-79.297814,False,True,False
R0282,Vincent's Chinese Table,Roncesvalles,Chinese,2,4.3,brunch|hidden-gem|delivery,43.724874,-79.379011,True,False,False
R0283,Garcia's Caribbean Bistro,Etobicoke,Caribbean,2,4.9,vegan-friendly|dine-in,43.64075,-79.331134,False,False,False
R0284,Pratt's Filipino Grill,The Annex,Filipino,2,3.2,date-night|group-friendly|quick-bites|BYOB|delivery,43.697169,-79.354998,False,False,False
R0285,Aguilar's Filipino Kitchen,St. Lawrence Market,Filipino,1,5.0,group-friendly|sports-bar,43.777414,-79.358577,True,False,False
R0286,Allen's Japanese Kitchen,Little India,Japanese,2,2.7,family-friendly|hidden-gem|outdoor-seating|BYOB,43.75721,-79.287007,False,False,False
R0287,Gardner's French Kitchen,Forest Hill,French,4,3.8,trendy|group-friendly|vegan-friendly|live-music|romantic|BYOB,43.639246,-79.329708,True,False,False
R0288,Garcia's Caribbean Bar,Chinatown,Caribbean,2,4.3,takeout-only|cash-only|trendy,43.678473,-79.520454,True,False,False
R0289,Gomez's Mexican Kitchen,Leslieville,Mexican,3,4.1,hidden-gem|brunch|dine-in,43.658669,-79.4523,False,False,False
R0290,Lam's Mexican House,Scarborough,Mexican,2,3.5,brunch|BYOB,43.648502,-79.359246,False,False,False
R0291,Johnson's Korean Corner,Junction,Korean,2,3.8,delivery|romantic|family-friendly|patio|brunch|cash-only,43.737377,-79.31246,True,False,False
R0292,Rose's French Kitchen,Bloor West Village,French,4,3.6,outdoor-seating|vegan-friendly|delivery|dine-in|late-night|takeout-only,43.775718,-79.502513,False,False,False
R0293,Reyes's Chinese Kitchen,Greektown,Chinese,2,3.5,cash-only|dine-in|patio,43.660455,-79.274361,True,False,False
R0294,Olson's Indian Garden,St. Lawrence Market,Indian,2,4.4,patio|sports-bar|takeout-only|vegetarian-friendly|brunch,43.691413,-79.408491,True,True,False
R0295,Arnold's Vietnamese Table,Thorncliffe Park,Vietnamese,3,4.1,quick-bites|outdoor-seating|delivery|dine-in|romantic,43.77203,-79.395334,True,False,False
R0296,Mendoza's Indian Table,Junction,Indian,3,3.5,date-night|dine-in|vegetarian-friendly,43.739391,-79.480775,False,True,False
R0297,Taylor's Indian Kitchen,Greektown,Indian,2,4.4,patio|BYOB|date-night,43.740034,-79.424948,False,True,False
R0298,Brown's Filipino Grill,Junction,Filipino,2,4.1,late-night|live-music|vegan-friendly|family-friendly|trendy|romantic,43.792901,-79.37218,True,False,False
R0299,Morris's Vietnamese Kitchen,Danforth,Vietnamese,2,4.4,date-night|takeout-only|trendy|vegan-friendly,43.66092,-79.355298,True,False,False
R0300,Johnson's Thai Bistro,Leslieville,Thai,1,4.3,cash-only|patio|group-friendly,43.770507,-79.370457,True,False,False
