interaction_id,user_id,restaurant_id,interaction_type,rating,timestamp
I002009,U0295,R0015,visited,,2024-04-04 14:52:00
I002010,U0136,R0077,rated,4.0,2024-07-13 05:51:00
I002011,U0342,R0177,viewed,,2024-07-05 15:14:00
I002012,U0347,R0180,viewed,,2024-02-11 08:40:00
I002013,U0166,R0049,visited,,2024-06-25 11:20:00
I002014,U0214,R0070,viewed,,2024-02-25 13:29:00
I002015,U0426,R0244,viewed,,2025-01-04 23:10:00
I002016,U0390,R0218,viewed,,2025-01-20 13:01:00
I002017,U0008,R0031,viewed,,2024-11-04 13:15:00
I002018,U0160,R0172,saved,,2024-11-11 18:34:00
I002019,U0361,R0215,visited,4.0,2024-03-29 06:17:00
I002020,U0333,R0078,viewed,,2025-02-21 07:25:00
I002021,U0153,R0188,saved,,2024-10-10 05:50:00
I002022,U0370,R0122,viewed,,2024-08-29 11:49:00
I002023,U0095,R0033,saved,,2024-10-29 00:47:00
I002024,U0147,R0133,viewed,,2025-03-11 22:12:00
I002025,U0332,R0154,rated,3.0,2024-07-09 07:58:00
I002026,U0300,R0248,saved,,2024-02-24 10:01:00
I002027,U0083,R0261,viewed,,2024-12-16 19:05:00
I002028,U0080,R0081,viewed,,2024-07-22 18:57:00
I002029,U0039,R0165,visited,,2024-09-04 03:49:00
I002030,U0014,R0184,viewed,,2024-08-19 15:00:00
I002031,U0227,R0150,saved,,2024-11-12 23:05:00
I002032,U0192,R0101,viewed,,2024-01-27 00:51:00
I002033,U0091,R0004,saved,,2025-01-15 16:15:00
I002034,U0232,R0204,saved,,2024-01-25 08:00:00
I002035,U0310,R0106,saved,,2024-08-23 21:22:00
I002036,U0371,R0075,viewed,,2024-09-15 03:02:00
I002037,U0341,R0068,viewed,,2025-03-22 10:06:00
I002038,U0125,R0126,viewed,,2024-10-06 09:10:00
I002039,U0077,R0002,saved,,2024-10-07 05:23:00
I002040,U0408,R0121,saved,,2025-01-13 06:43:00
I002041,U0371,R0211,visited,5.0,2024-10-16 21:42:00
I002042,U0349,R0045,rated,3.0,2024-05-05 23:24:00
I002043,U0308,R0007,visited,,2024-11-27 15:27:00
I002044,U0247,R0095,viewed,,2024-03-07 02:16:00
I002045,U0138,R0288,saved,,2025-02-10 20:42:00
I002046,U0273,R0165,viewed,,2024-01-04 16:23:00
I002047,U0409,R0156,rated,3.0,2024-08-03 19:30:00
I002048,U0073,R0203,viewed,,2024-02-28 19:11:00
I002049,U0233,R0220,viewed,,2024-08-16 23:43:00
I002050,U0346,R0257,rated,5.0,2025-03-09 13:15:00
I002051,U0482,R0013,viewed,,2024-08-22 03:12:00
I002052,U0279,R0269,viewed,,2024-01-24 05:46:00
I002053,U0493,R0036,saved,,2025-03-29 12:11:00
I002054,U0254,R0218,saved,,2024-05-31 21:07:00
I002055,U0050,R0153,saved,,2024-07-10 05:18:00
I002056,U0262,R0117,viewed,,2024-09-29 23:26:00
I002057,U0107,R0213,viewed,,2024-05-08 12:20:00
I002058,U0475,R0012,saved,,2025-02-03 07:00:00
I002059,U0250,R0117,viewed,,2025-03-07 02:48:00
I002060,U0144,R0033,viewed,,2024-07-12 23:59:00
I002061,U0042,R0279,viewed,,2024-03-21 08:30:00
I002062,U0064,R0266,viewed,,2024-02-28 14:44:00
I002063,U0427,R0296,viewed,,2024-11-10 14:39:00
I002064,U0308,R0030,rated,4.0,2024-03-10 03:31:00
I002065,U0064,R0057,visited,,2024-08-01 11:33:00
I002066,U0457,R0005,viewed,,2024-11-19 21:54:00
I002067,U0491,R0161,viewed,,2024-07-27 06:53:00
I002068,U0386,R0213,saved,,2024-11-07 13:13:00
I002069,U0059,R0107,viewed,,2024-02-09 13:31:00
I002070,U0357,R0088,viewed,,2024-12-19 06:26:00
I002071,U0297,R0019,viewed,,2024-12-18 19:53:00
I002072,U0029,R0125,viewed,,2024-07-01 23:18:00
I002073,U0064,R0079,saved,,2025-01-10 06:38:00
I002074,U0324,R0079,saved,,2025-04-01 10:06:00
I002075,U0225,R0140,saved,,2025-01-13 05:20:00
I002076,U0094,R0097,viewed,,2024-12-22 17:25:00
I002077,U0184,R0133,viewed,,2025-01-30 17:16:00
I002078,U0163,R0120,saved,,2025-02-01 01:38:00
I002079,U0411,R0241,saved,,2025-01-12 10:49:00
I002080,U0457,R0097,visited,,2024-08-02 12:32:00
I002081,U0111,R0241,viewed,,2024-01-15 15:44:00
I002082,U0070,R0062,viewed,,2024-05-30 00:45:00
I002083,U0471,R0093,visited,,2025-01-11 08:06:00
I002084,U0223,R0161,viewed,,2025-04-01 17:06:00
I002085,U0333,R0159,viewed,,2025-01-24 17:55:00
I002086,U0437,R0139,rated,4.0,2024-01-16 05:44:00
I002087,U0387,R0189,saved,,2024-08-12 13:22:00
I002088,U0360,R0047,rated,5.0,2024-08-06 21:04:00
I002089,U0005,R0295,viewed,,2024-06-28 06:39:00
I002090,U0240,R0020,visited,2.0,2025-03-05 10:05:00
I002091,U0423,R0092,viewed,,2025-02-24 02:01:00
I002092,U0330,R0103,saved,,2024-05-16 05:47:00
I002093,U0296,R0090,rated,5.0,2024-05-03 15:24:00
I002094,U0120,R0119,viewed,,2024-05-08 02:53:00
I002095,U0157,R0065,saved,,2024-03-17 09:00:00
I002096,U0194,R0218,visited,4.0,2024-07-28 06:12:00
I002097,U0132,R0107,viewed,,2025-01-12 16:24:00
I002098,U0186,R0148,viewed,,2024-10-14 05:24:00
I002099,U0484,R0069,saved,,2024-08-18 08:13:00
I002100,U0444,R0005,visited,,2025-03-23 13:18:00
I002101,U0168,R0108,viewed,,2025-03-17 15:25:00
I002102,U0169,R0023,viewed,,2024-10-08 16:12:00
I002103,U0409,R0175,saved,,2024-08-21 06:59:00
I002104,U0265,R0223,saved,,2024-11-08 18:16:00
I002105,U0055,R0235,rated,5.0,2024-01-12 13:37:00
I002106,U0111,R0269,rated,4.0,2025-01-01 14:06:00
I002107,U0184,R0215,viewed,,2024-11-30 10:04:00
I002108,U0278,R0259,viewed,,2024-02-19 12:31:00
I002109,U0340,R0150,visited,,2024-04-14 09:44:00
I002110,U0475,R0143,visited,,2025-02-04 13:26:00
I002111,U0118,R0249,viewed,,2025-02-26 22:47:00
I002112,U0408,R0288,viewed,,2024-12-25 17:37:00
I002113,U0433,R0067,rated,3.0,2024-12-15 07:34:00
I002114,U0166,R0252,saved,,2024-07-11 09:32:00
I002115,U0148,R0294,saved,,2025-03-16 17:55:00
I002116,U0263,R0180,rated,5.0,2024-02-13 00:49:00
I002117,U0044,R0107,viewed,,2024-09-14 11:09:00
I002118,U0465,R0251,viewed,,2025-01-23 15:03:00
I002119,U0457,R0111,viewed,,2024-01-27 06:47:00
I002120,U0217,R0111,saved,,2024-04-18 20:38:00
I002121,U0368,R0126,viewed,,2024-12-11 04:12:00
I002122,U0216,R0046,rated,3.0,2024-01-25 14:56:00
I002123,U0228,R0276,viewed,,2024-11-10 17:58:00
I002124,U0365,R0172,viewed,,2024-04-07 14:47:00
I002125,U0145,R0013,viewed,,2025-03-19 15:26:00
I002126,U0240,R0182,saved,,2024-06-28 06:19:00
I002127,U0046,R0039,viewed,,2024-04-16 20:49:00
I002128,U0379,R0018,visited,4.0,2024-09-16 04:15:00
I002129,U0176,R0126,rated,5.0,2024-06-19 20:42:00
I002130,U0217,R0188,rated,3.0,2024-04-12 21:08:00
I002131,U0483,R0211,viewed,,2024-12-15 21:48:00
I002132,U0007,R0019,viewed,,2024-10-19 23:05:00
I002133,U0418,R0158,rated,3.0,2024-07-04 13:04:00
I002134,U0350,R0163,visited,,2024-05-21 12:27:00
I002135,U0241,R0230,viewed,,2024-11-25 20:26:00
I002136,U0365,R0069,saved,,2024-11-03 18:23:00
I002137,U0002,R0093,viewed,,2024-08-04 09:54:00
I002138,U0009,R0162,viewed,,2024-05-03 19:34:00
I002139,U0035,R0130,viewed,,2025-03-24 02:34:00
I002140,U0199,R0193,viewed,,2024-08-18 07:13:00
I002141,U0283,R0047,saved,,2024-09-13 10:10:00
I002142,U0155,R0066,viewed,,2024-05-14 09:06:00
I002143,U0276,R0209,visited,,2024-09-02 09:06:00
I002144,U0471,R0188,saved,,2024-01-05 04:22:00
I002145,U0264,R0192,visited,,2025-01-30 10:34:00
I002146,U0418,R0041,rated,3.0,2024-09-26 17:23:00
I002147,U0430,R0057,viewed,,2024-11-13 05:13:00
I002148,U0050,R0113,saved,,2024-10-19 02:35:00
I002149,U0101,R0273,viewed,,2024-07-16 06:16:00
I002150,U0066,R0089,viewed,,2024-12-18 19:56:00
I002151,U0377,R0053,viewed,,2024-03-20 15:57:00
I002152,U0099,R0152,viewed,,2025-01-05 12:05:00
I002153,U0101,R0128,rated,4.0,2024-07-01 11:12:00
I002154,U0165,R0115,viewed,,2024-06-06 09:00:00
I002155,U0231,R0226,visited,4.0,2024-01-25 19:56:00
I002156,U0161,R0164,saved,,2024-12-28 13:15:00
I002157,U0384,R0157,rated,5.0,2024-03-02 17:47:00
I002158,U0051,R0073,saved,,2024-11-02 08:21:00
I002159,U0079,R0029,saved,,2024-11-12 23:51:00
I002160,U0195,R0048,visited,,2025-03-11 22:46:00
I002161,U0270,R0068,viewed,,2025-02-13 23:07:00
I002162,U0208,R0275,visited,,2024-03-18 21:05:00
I002163,U0327,R0206,saved,,2025-03-03 19:36:00
I002164,U0016,R0271,viewed,,2024-10-20 22:05:00
I002165,U0382,R0002,saved,,2024-03-12 21:51:00
I002166,U0325,R0181,saved,,2024-10-09 20:29:00
I002167,U0026,R0104,viewed,,2024-11-26 21:29:00
I002168,U0316,R0253,saved,,2024-04-07 17:29:00
I002169,U0481,R0063,saved,,2024-05-31 10:11:00
I002170,U0462,R0023,rated,2.0,2025-03-28 20:01:00
I002171,U0486,R0265,visited,5.0,2024-10-09 00:11:00
I002172,U0406,R0094,viewed,,2024-07-02 09:56:00
I002173,U0245,R0135,visited,,2024-11-06 10:02:00
I002174,U0368,R0297,visited,,2025-01-08 18:32:00
I002175,U0170,R0224,saved,,2024-04-14 01:06:00
I002176,U0462,R0200,visited,,2024-03-09 07:32:00
I002177,U0475,R0262,visited,4.0,2024-12-22 19:39:00
I002178,U0425,R0122,viewed,,2024-01-27 13:41:00
I002179,U0005,R0144,saved,,2024-12-06 14:57:00
I002180,U0316,R0008,viewed,,2024-06-17 03:48:00
I002181,U0292,R0149,saved,,2025-01-20 03:16:00
I002182,U0491,R0186,viewed,,2024-10-14 07:37:00
I002183,U0210,R0243,viewed,,2024-10-15 10:46:00
I002184,U0202,R0253,saved,,2025-03-18 16:48:00
I002185,U0447,R0082,viewed,,2024-10-01 00:48:00
I002186,U0079,R0126,viewed,,2024-09-18 16:21:00
I002187,U0349,R0217,viewed,,2024-09-10 16:01:00
I002188,U0313,R0205,visited,3.0,2024-05-17 23:17:00
I002189,U0244,R0172,viewed,,2024-11-21 06:05:00
I002190,U0481,R0245,viewed,,2025-02-07 22:21:00
I002191,U0359,R0251,saved,,2024-05-21 02:43:00
I002192,U0198,R0081,viewed,,2024-03-02 23:41:00
I002193,U0061,R0253,viewed,,2024-05-17 19:26:00
I002194,U0183,R0163,viewed,,2024-11-24 13:19:00
I002195,U0032,R0057,saved,,2024-01-20 02:48:00
I002196,U0334,R0080,viewed,,2024-03-05 16:17:00
I002197,U0308,R0086,saved,,2024-01-25 18:40:00
I002198,U0267,R0131,saved,,2024-02-12 20:55:00
I002199,U0260,R0018,rated,4.0,2024-04-10 09:35:00
I002200,U0171,R0113,saved,,2025-02-10 16:25:00
I002201,U0205,R0249,viewed,,2024-05-13 08:26:00
I002202,U0021,R0224,saved,,2025-01-17 12:40:00
I002203,U0179,R0210,visited,,2025-02-15 16:23:00
I002204,U0378,R0022,viewed,,2025-03-27 11:20:00
I002205,U0282,R0072,saved,,2024-04-03 13:16:00
I002206,U0112,R0190,saved,,2024-05-16 09:47:00
I002207,U0203,R0002,saved,,2025-03-02 00:53:00
I002208,U0247,R0176,saved,,2024-10-15 22:36:00
I002209,U0034,R0234,viewed,,2024-03-19 18:43:00
I002210,U0353,R0142,saved,,2024-11-05 05:21:00
I002211,U0106,R0052,saved,,2024-10-04 05:33:00
I002212,U0244,R0140,viewed,,2024-07-13 10:37:00
I002213,U0460,R0019,viewed,,2024-06-04 23:39:00
I002214,U0222,R0275,viewed,,2024-06-21 13:51:00
I002215,U0137,R0028,visited,,2024-06-01 03:22:00
I002216,U0340,R0025,visited,,2024-08-24 14:54:00
I002217,U0248,R0069,visited,,2024-09-13 10:25:00
I002218,U0131,R0054,viewed,,2025-01-09 20:31:00
I002219,U0159,R0049,viewed,,2024-11-28 11:29:00
I002220,U0110,R0161,visited,,2024-07-09 11:35:00
I002221,U0186,R0257,viewed,,2024-01-23 04:50:00
I002222,U0211,R0086,saved,,2024-12-01 20:19:00
I002223,U0239,R0053,visited,,2024-08-15 20:45:00
I002224,U0064,R0285,viewed,,2024-06-23 01:33:00
I002225,U0365,R0111,viewed,,2024-12-31 12:02:00
I002226,U0063,R0237,visited,3.0,2024-01-10 02:29:00
I002227,U0179,R0016,viewed,,2024-02-23 14:47:00
I002228,U0251,R0279,saved,,2024-09-27 10:20:00
I002229,U0349,R0051,saved,,2024-02-26 23:51:00
I002230,U0122,R0282,rated,4.0,2024-08-05 14:25:00
I002231,U0347,R0128,viewed,,2024-08-07 15:15:00
I002232,U0305,R0209,viewed,,2024-03-06 04:34:00
I002233,U0276,R0110,viewed,,2024-04-19 07:51:00
I002234,U0314,R0004,viewed,,2024-11-05 14:58:00
I002235,U0439,R0159,saved,,2024-11-10 07:27:00
I002236,U0208,R0116,saved,,2025-01-07 18:26:00
I002237,U0224,R0187,saved,,2025-02-26 00:32:00
I002238,U0343,R0213,saved,,2025-02-18 18:16:00
I002239,U0363,R0035,viewed,,2025-01-25 16:24:00
I002240,U0220,R0299,visited,,2024-04-10 05:04:00
I002241,U0082,R0194,viewed,,2024-09-07 20:34:00
I002242,U0136,R0140,visited,4.0,2024-07-10 21:52:00
I002243,U0163,R0144,viewed,,2024-09-23 03:51:00
I002244,U0392,R0176,viewed,,2024-08-18 06:32:00
I002245,U0495,R0010,viewed,,2024-04-15 17:52:00
I002246,U0332,R0277,visited,,2025-01-04 13:32:00
I002247,U0155,R0052,rated,4.0,2025-03-17 15:05:00
I002248,U0134,R0268,viewed,,2024-05-16 01:57:00
I002249,U0050,R0057,viewed,,2024-04-16 12:00:00
I002250,U0240,R0248,saved,,2024-08-03 21:42:00
I002251,U0248,R0223,viewed,,2025-02-01 14:24:00
I002252,U0074,R0192,viewed,,2024-09-04 22:53:00
I002253,U0034,R0214,viewed,,2024-03-16 01:18:00
I002254,U0203,R0288,viewed,,2024-09-13 12:52:00
I002255,U0295,R0114,visited,,2024-07-17 09:41:00
I002256,U0169,R0206,viewed,,2024-06-01 03:37:00
I002257,U0314,R0043,viewed,,2024-12-16 07:38:00
I002258,U0369,R0250,saved,,2024-03-07 10:52:00
I002259,U0306,R0231,viewed,,2024-02-05 23:55:00
I002260,U0073,R0297,rated,5.0,2024-08-24 08:11:00
I002261,U0175,R0088,viewed,,2024-03-30 03:27:00
I002262,U0142,R0264,visited,,2024-04-28 06:49:00
I002263,U0189,R0280,viewed,,2024-06-01 06:43:00
I002264,U0430,R0043,viewed,,2024-05-02 10:54:00
I002265,U0471,R0130,viewed,,2024-12-19 22:22:00
I002266,U0377,R0042,visited,,2024-03-18 17:15:00
I002267,U0007,R0113,saved,,2024-11-04 14:06:00
I002268,U0253,R0253,visited,5.0,2024-01-17 11:26:00
I002269,U0458,R0294,viewed,,2024-12-23 12:00:00
I002270,U0390,R0285,saved,,2024-08-17 12:35:00
I002271,U0005,R0199,viewed,,2024-12-01 22:59:00
I002272,U0301,R0233,visited,4.0,2024-02-10 20:48:00
I002273,U0242,R0122,saved,,2024-05-15 18:50:00
I002274,U0216,R0232,rated,4.0,2024-09-12 08:55:00
I002275,U0175,R0060,saved,,2024-05-23 17:54:00
I002276,U0433,R0149,viewed,,2024-10-31 18:57:00
I002277,U0212,R0061,viewed,,2024-10-21 15:25:00
I002278,U0158,R0231,saved,,2024-06-28 13:21:00
I002279,U0237,R0077,rated,3.0,2024-03-18 05:24:00
I002280,U0260,R0173,rated,3.0,2024-01-13 06:37:00
I002281,U0006,R0260,saved,,2024-09-27 11:47:00
I002282,U0489,R0209,viewed,,2024-07-28 17:30:00
I002283,U0192,R0240,saved,,2024-10-18 18:57:00
I002284,U0423,R0209,viewed,,2024-08-27 18:11:00
I002285,U0451,R0228,saved,,2024-01-29 14:48:00
I002286,U0123,R0184,saved,,2024-08-02 05:11:00
I002287,U0339,R0017,rated,4.0,2024-11-30 05:18:00
I002288,U0104,R0084,saved,,2025-02-01 07:03:00
I002289,U0404,R0074,saved,,2024-04-27 08:17:00
I002290,U0177,R0067,viewed,,2025-03-26 12:20:00
I002291,U0442,R0136,visited,,2024-05-27 17:30:00
I002292,U0400,R0175,viewed,,2024-10-23 20:48:00
I002293,U0392,R0267,saved,,2024-07-04 11:19:00
I002294,U0004,R0166,viewed,,2025-01-24 09:08:00
I002295,U0015,R0093,saved,,2024-03-07 05:07:00
I002296,U0488,R0296,visited,,2024-09-25 15:10:00
I002297,U0471,R0266,visited,,2024-05-08 05:51:00
I002298,U0159,R0291,viewed,,2024-10-22 03:30:00
I002299,U0242,R0003,viewed,,2024-01-22 05:33:00
I002300,U0336,R0002,rated,4.0,2024-07-03 09:23:00
I002301,U0485,R0140,viewed,,2024-09-12 19:08:00
I002302,U0338,R0035,visited,,2024-03-08 14:20:00
I002303,U0183,R0088,saved,,2024-08-17 08:17:00
I002304,U0088,R0027,saved,,2024-01-29 15:34:00
I002305,U0466,R0175,viewed,,2025-02-16 06:12:00
I002306,U0260,R0253,saved,,2024-10-11 06:25:00
I002307,U0079,R0118,viewed,,2024-05-17 23:42:00
I002308,U0052,R0236,viewed,,2025-01-04 03:36:00
I002309,U0015,R0067,saved,,2024-01-24 03:54:00
I002310,U0370,R0181,saved,,2024-03-17 18:28:00
I002311,U0304,R0053,rated,3.0,2024-11-19 11:58:00
I002312,U0166,R0064,visited,,2024-11-26 14:05:00
I002313,U0463,R0239,rated,4.0,2024-06-03 22:54:00
I002314,U0082,R0198,saved,,2024-09-21 17:15:00
I002315,U0355,R0036,saved,,2025-02-09 15:46:00
I002316,U0237,R0246,saved,,2024-06-01 06:40:00
I002317,U0157,R0102,saved,,2024-06-04 19:57:00
I002318,U0310,R0193,viewed,,2024-07-26 22:54:00
I002319,U0315,R0293,visited,4.0,2024-09-30 20:01:00
I002320,U0329,R0152,viewed,,2025-03-18 13:03:00
I002321,U0291,R0147,viewed,,2024-12-23 11:30:00
I002322,U0148,R0086,saved,,2024-12-21 04:08:00
I002323,U0473,R0017,saved,,2024-04-28 01:38:00
I002324,U0348,R0171,viewed,,2024-12-29 03:48:00
I002325,U0065,R0115,viewed,,2024-09-27 23:17:00
I002326,U0230,R0157,saved,,2024-11-22 07:53:00
I002327,U0043,R0181,saved,,2025-02-08 05:10:00
I002328,U0074,R0289,viewed,,2024-11-21 01:27:00
I002329,U0443,R0160,viewed,,2024-09-07 07:53:00
I002330,U0307,R0074,rated,4.0,2025-01-11 13:28:00
I002331,U0138,R0293,saved,,2024-04-28 21:36:00
I002332,U0205,R0010,visited,,2024-12-09 18:55:00
I002333,U0094,R0178,visited,,2024-06-20 14:12:00
I002334,U0128,R0262,saved,,2024-01-11 15:14:00
I002335,U0142,R0175,rated,3.0,2024-12-13 06:03:00
I002336,U0093,R0118,viewed,,2024-04-01 04:18:00
I002337,U0098,R0235,viewed,,2024-06-26 01:20:00
I002338,U0469,R0038,viewed,,2025-02-24 04:20:00
I002339,U0050,R0015,viewed,,2024-07-01 10:34:00
I002340,U0440,R0256,saved,,2024-05-16 20:44:00
I002341,U0027,R0140,visited,,2024-12-11 09:21:00
I002342,U0202,R0157,saved,,2024-03-21 11:52:00
I002343,U0191,R0045,saved,,2025-02-14 01:31:00
I002344,U0395,R0265,viewed,,2024-05-07 23:56:00
I002345,U0177,R0011,visited,,2024-06-07 19:16:00
I002346,U0448,R0241,saved,,2025-03-15 10:22:00
I002347,U0009,R0221,viewed,,2025-03-08 02:42:00
I002348,U0457,R0222,viewed,,2025-03-23 00:29:00
I002349,U0224,R0038,saved,,2024-01-29 10:38:00
I002350,U0184,R0216,visited,5.0,2024-04-07 21:13:00
I002351,U0355,R0217,visited,3.0,2025-01-26 18:02:00
I002352,U0056,R0023,viewed,,2025-01-21 13:46:00
I002353,U0308,R0077,viewed,,2024-09-13 17:06:00
I002354,U0276,R0107,saved,,2024-07-19 21:07:00
I002355,U0243,R0275,viewed,,2025-02-22 21:22:00
I002356,U0339,R0196,viewed,,2024-10-12 17:48:00
I002357,U0083,R0195,viewed,,2024-01-07 15:09:00
I002358,U0366,R0250,viewed,,2024-11-22 17:07:00
I002359,U0345,R0149,saved,,2024-08-22 06:22:00
I002360,U0216,R0145,viewed,,2025-01-07 23:45:00
I002361,U0292,R0191,viewed,,2024-05-25 19:35:00
I002362,U0105,R0211,viewed,,2024-07-17 15:16:00
I002363,U0214,R0231,visited,4.0,2024-09-08 03:05:00
I002364,U0107,R0156,visited,,2024-11-16 20:28:00
I002365,U0108,R0076,viewed,,2024-06-27 16:53:00
I002366,U0389,R0110,viewed,,2024-09-01 15:50:00
I002367,U0051,R0194,saved,,2024-02-25 18:50:00
I002368,U0083,R0213,viewed,,2024-09-03 21:09:00
I002369,U0007,R0053,saved,,2024-03-11 11:52:00
I002370,U0149,R0173,saved,,2024-06-24 09:37:00
I002371,U0291,R0254,viewed,,2024-09-23 16:30:00
I002372,U0070,R0159,saved,,2024-01-07 06:51:00
I002373,U0407,R0145,saved,,2024-12-09 01:01:00
I002374,U0016,R0298,viewed,,2024-03-21 19:19:00
I002375,U0252,R0143,rated,2.0,2024-10-16 20:26:00
I002376,U0255,R0100,viewed,,2025-02-12 12:10:00
I002377,U0075,R0173,rated,5.0,2024-11-19 12:03:00
I002378,U0003,R0085,viewed,,2024-04-24 09:02:00
I002379,U0232,R0053,viewed,,2024-07-07 16:36:00
I002380,U0007,R0173,viewed,,2024-01-23 22:34:00
I002381,U0112,R0297,viewed,,2024-05-30 08:31:00
I002382,U0326,R0018,visited,4.0,2024-02-12 10:08:00
I002383,U0439,R0145,viewed,,2024-03-15 05:51:00
I002384,U0133,R0285,viewed,,2025-03-04 12:12:00
I002385,U0371,R0037,visited,,2024-06-02 11:02:00
I002386,U0128,R0294,viewed,,2024-01-13 08:29:00
I002387,U0372,R0249,saved,,2025-02-01 06:18:00
I002388,U0033,R0024,viewed,,2024-02-17 06:48:00
I002389,U0036,R0265,visited,,2024-10-14 20:06:00
I002390,U0119,R0081,viewed,,2025-03-23 18:42:00
I002391,U0002,R0159,viewed,,2024-07-03 13:00:00
I002392,U0109,R0036,viewed,,2025-02-18 11:48:00
I002393,U0467,R0200,viewed,,2025-01-26 04:29:00
I002394,U0405,R0028,viewed,,2024-04-23 06:54:00
I002395,U0480,R0231,saved,,2024-10-24 19:58:00
I002396,U0497,R0269,visited,4.0,2024-11-07 03:45:00
I002397,U0315,R0148,visited,,2024-06-02 02:00:00
I002398,U0427,R0198,viewed,,2025-01-23 14:22:00
I002399,U0474,R0204,saved,,2024-01-19 02:01:00
I002400,U0085,R0165,viewed,,2024-05-27 00:03:00
I002401,U0144,R0226,viewed,,2024-08-25 19:19:00
I002402,U0449,R0288,saved,,2024-10-25 16:37:00
I002403,U0140,R0261,viewed,,2024-01-07 20:15:00
I002404,U0208,R0055,viewed,,2025-04-01 14:51:00
I002405,U0418,R0019,viewed,,2025-03-29 02:28:00
I002406,U0143,R0013,viewed,,2024-05-26 09:05:00
I002407,U0304,R0217,saved,,2024-04-29 21:42:00
I002408,U0474,R0176,viewed,,2024-10-17 03:30:00
I002409,U0373,R0120,visited,,2025-01-22 01:19:00
I002410,U0110,R0198,rated,5.0,2024-11-10 15:41:00
I002411,U0426,R0234,rated,5.0,2024-04-20 18:55:00
I002412,U0434,R0270,viewed,,2024-12-04 07:53:00
I002413,U0338,R0199,visited,5.0,2024-02-10 07:17:00
I002414,U0221,R0004,saved,,2024-02-21 15:55:00
I002415,U0118,R0164,viewed,,2025-03-26 22:07:00
I002416,U0199,R0070,viewed,,2025-02-19 18:35:00
I002417,U0190,R0135,viewed,,2025-02-23 18:34:00
I002418,U0356,R0230,visited,,2024-11-17 20:20:00
I002419,U0185,R0249,visited,,2024-05-01 08:42:00
I002420,U0186,R0165,visited,,2024-06-17 00:39:00
I002421,U0474,R0089,viewed,,2024-01-25 21:05:00
I002422,U0384,R0029,viewed,,2024-02-07 13:04:00
I002423,U0496,R0264,visited,,2024-01-01 01:43:00
I002424,U0245,R0066,visited,3.0,2024-05-15 21:16:00
I002425,U0271,R0064,visited,,2024-11-17 07:40:00
I002426,U0372,R0215,viewed,,2024-02-06 16:35:00
I002427,U0070,R0072,viewed,,2024-02-11 16:46:00
I002428,U0204,R0148,viewed,,2024-11-22 20:40:00
I002429,U0080,R0098,saved,,2024-12-19 20:27:00
I002430,U0312,R0123,viewed,,2024-11-16 19:37:00
I002431,U0223,R0141,viewed,,2024-04-25 18:42:00
I002432,U0072,R0274,visited,,2025-02-16 14:58:00
I002433,U0053,R0090,saved,,2024-08-24 18:16:00
I002434,U0310,R0291,visited,,2024-06-09 05:58:00
I002435,U0315,R0213,saved,,2024-12-16 16:17:00
I002436,U0374,R0278,viewed,,2025-03-28 03:04:00
I002437,U0159,R0114,viewed,,2024-01-13 19:45:00
I002438,U0267,R0013,viewed,,2024-02-13 10:20:00
I002439,U0476,R0027,viewed,,2024-02-20 22:09:00
I002440,U0060,R0212,saved,,2024-07-22 12:46:00
I002441,U0012,R0111,viewed,,2024-06-01 02:34:00
I002442,U0408,R0004,viewed,,2024-12-02 19:37:00
I002443,U0291,R0251,saved,,2024-08-21 18:12:00
I002444,U0178,R0035,visited,3.0,2025-01-03 14:17:00
I002445,U0350,R0044,viewed,,2024-04-20 12:59:00
I002446,U0234,R0007,visited,4.0,2024-06-30 12:41:00
I002447,U0238,R0221,viewed,,2024-10-11 09:46:00
I002448,U0436,R0083,viewed,,2024-01-08 17:02:00
I002449,U0327,R0287,viewed,,2025-03-05 05:51:00
I002450,U0350,R0268,viewed,,2024-11-21 14:14:00
I002451,U0077,R0095,viewed,,2024-02-02 19:28:00
I002452,U0071,R0279,visited,4.0,2024-12-15 22:10:00
I002453,U0081,R0168,viewed,,2024-12-29 00:01:00
I002454,U0017,R0263,viewed,,2024-10-02 08:45:00
I002455,U0066,R0066,viewed,,2024-12-19 01:00:00
I002456,U0108,R0215,viewed,,2024-03-07 07:20:00
I002457,U0271,R0119,visited,,2024-12-15 04:56:00
I002458,U0420,R0141,viewed,,2025-02-17 06:36:00
I002459,U0073,R0287,saved,,2025-03-22 13:45:00
I002460,U0203,R0114,visited,,2024-11-09 12:53:00
I002461,U0157,R0005,rated,4.0,2024-05-10 11:17:00
I002462,U0466,R0130,viewed,,2024-02-20 13:25:00
I002463,U0136,R0298,viewed,,2024-10-06 09:18:00
I002464,U0049,R0251,viewed,,2024-07-30 22:10:00
I002465,U0362,R0213,saved,,2024-04-09 03:21:00
I002466,U0357,R0084,saved,,2024-10-09 01:20:00
I002467,U0258,R0281,viewed,,2024-08-15 20:19:00
I002468,U0436,R0157,viewed,,2024-06-23 23:55:00
I002469,U0024,R0055,visited,,2025-02-22 10:20:00
I002470,U0283,R0276,viewed,,2024-02-12 14:17:00
I002471,U0279,R0222,visited,,2025-02-27 04:11:00
I002472,U0312,R0113,rated,3.0,2024-12-20 09:42:00
I002473,U0375,R0187,saved,,2024-06-15 23:50:00
I002474,U0165,R0228,saved,,2025-03-12 02:06:00
I002475,U0304,R0281,visited,,2024-08-27 13:09:00
